title,people,genre,release_date
Olympus Has Fallen,"actor: Aaron Eckhart, actor: Angela Bassett, actor: Arden Cho, actor: Ashley Judd, actor: Cole Hauser, actor: Dylan McDermott, actor: Finley Jacobsen, actor: Gerard Butler, actor: Han Soto, actor: Keong Sim, actor: Malana Lea, actor: Melissa Leo, actor: Morgan Freeman, actor: Phil Austin, actor: Radha Mitchell, actor: Rick Yune, actor: Robert Forster, actor: Sam Medina, actor: Sean O'Bryan, actor: Shane Land, actor: Shanna Forrestall, actor: Tory Kittles, composer: Trevor Morris, director: Antoine Fuqua, director: Conrad W. Hall, writer: Creighton Rothenberger, writer: Katrin Benedikt","{'genres: Thriller', 'genres: Action'}",2013-03-20
Star Trek: Insurrection,"actor: Anthony Zerbe, actor: Brent Spiner, actor: Donna Murphy, actor: F. Murray Abraham, actor: Gates McFadden, actor: Gregg Henry, actor: Jonathan Frakes, actor: LeVar Burton, actor: Marina Sirtis, actor: Michael Dorn, actor: Patrick Stewart, composer: Jerry Goldsmith, director: Jonathan Frakes, director: Matthew F. Leonetti","{'genres: Thriller', 'genres: Science Fiction', 'genres: Adventure', 'genres: Action'}",1998-12-10
Battle: Los Angeles,"actor: Aaron Eckhart, actor: Adetokumboh M'Cormack, actor: Alex Aristidis, actor: Alex Froman, actor: Ava Bogle, actor: Beau Brasseaux, actor: Beth Keener, actor: Brandi Coleman, actor: Bridget Moynahan, actor: Bryce Cass, actor: Charlotte Biggs, actor: Cory Hardrict, actor: Courtney Munch, actor: Dane Brown, actor: David Jensen, actor: David Speed, actor: E. Roger Mitchell, actor: Emily D. Haley, actor: Gino Anthony Pesi, actor: Grant Case, actor: Gustavo I. Ortiz, actor: Jadin Gould, actor: James D. Dever, actor: James Hiroyuki Liao, actor: Jamie Norwood, actor: Jessica Heap, actor: Jim Palmer, actor: Jim Parrack, actor: Joe Chrest, actor: Joey King, actor: Joshua Farcone, actor: Keith Middlebrook, actor: Kenneth Brown Jr., actor: Kurt Deville, actor: Lawanda Smith, actor: Lena Clark, actor: Lucas Till, actor: Lynette Zumo, actor: Marlon Young, actor: Michael Peña, actor: Michael Wozniak, actor: Michelle Pierce, actor: Michelle Rodriguez, actor: Ne-Yo, actor: Neil Brown Jr., actor: Nick Jones Jr., actor: Noel Fisher, actor: Nzinga Blake, actor: Peyton Whitcomb, actor: Philip Lawrence, actor: Philippe Radelet, actor: Ramón Rodríguez, actor: Rus Blackwell, actor: Stacey Turner, actor: Susie Abromeit, actor: Taryn Southern, actor: Taylor Handley, actor: Todd Cochran, actor: Tom Hillmann, actor: Tony Mccullough, actor: Will Rothhaar, actor: Zander Gerhardt, director: Jason Baldwin Stewart, director: Jonathan Liebesman, director: Lukas Ettlin, director: Mara LePere-Schloop, director: Thomas Valentine, writer: Christopher Bertolini","{'genres: Science Fiction', 'genres: Action'}",2011-03-08
Big Fish,"actor: Ada Tai, actor: Albert Finney, actor: Alison Lohman, actor: Arlene Tai, actor: Billy Crudup, actor: Billy Redden, actor: Bonnie Johnson, actor: Charles McLawhorn, actor: Daniel Wallace, actor: Danny DeVito, actor: David Denman, actor: David Ramsey, actor: Deep Roy, actor: Don Young, actor: Ewan McGregor, actor: Frank Hoyt Taylor, actor: Grayson Stone, actor: Greg Hohn, actor: Hailey Anne Nelson, actor: Helena Bonham Carter, actor: Jake Brake, actor: James DeForest Parker, actor: Jeff Campbell, actor: Jessica Lange, actor: Joanne Pankow, actor: John Lowell, actor: Karla Droege, actor: L.C. Holt, actor: Loudon Wainwright III, actor: Marion Cotillard, actor: Matthew McGrory, actor: Miley Cyrus, actor: Missi Pyle, actor: Perry Walston, actor: R. Keith Harris, actor: Robert Guillaume, actor: Russell Hodgkinson, actor: Sallie Hedrick, actor: Steve Buscemi, actor: Trevor Gagnon, actor: Will Thomas, actor: Zac Gardner, actor: Zach Hanner, composer: Danny Elfman, director: Carlos De La Torre, director: Christina Ann Wilson, director: Colin Drobnis, director: Katterli Frauenfelder, director: Philippe Rousselot, director: Tim Burton, director: Vanessa Mujica","{'genres: Fantasy', 'genres: Adventure', 'genres: Drama'}",2003-12-25
Wolf,"actor: Allison Janney, actor: Brian Markinson, actor: Christopher Plummer, actor: David Hyde Pierce, actor: David Schwimmer, actor: Eileen Atkins, actor: Jack Nicholson, actor: James Spader, actor: Kate Nelligan, actor: Michelle Pfeiffer, actor: Om Puri, actor: Peter Gerety, actor: Prunella Scales, actor: Richard Jenkins, actor: Ron Rifkin, composer: Ennio Morricone, director: Giuseppe Rotunno, director: John Dexter, director: Mike Nichols",{'genres: Fantasy'},1994-06-17
War Horse,"actor: Anian Zollner, actor: Benedict Cumberbatch, actor: Celine Buckens, actor: David Kross, actor: David Thewlis, actor: Eddie Marsan, actor: Emily Watson, actor: Geoff Bell, actor: Hannes Wegener, actor: Hinnerk Schönemann, actor: Irfan Hussein, actor: Jeremy Irvine, actor: Julian Wadham, actor: Liam Cunningham, actor: Maggie Ollerenshaw, actor: Markus Tomczyk, actor: Matt Milne, actor: Maximilian Brückner, actor: Michael Kranz, actor: Nicolas Bro, actor: Patrick Kennedy, actor: Peter Benedict, actor: Peter Mullan, actor: Philippe Nahon, actor: Pip Torrens, actor: Rainer Bock, actor: Robert Emms, actor: Sebastian Hülk, actor: Toby Kebbell, actor: Tom Hiddleston, actor: Tony Pitts, actor: Trystan Pütter, composer: John Williams, director: Carmen Ruiz de Huidobro, director: Janusz Kamiński, director: Neil Lamont, director: Steven Spielberg, writer: Richard Curtis","{'genres: War', 'genres: Drama'}",2011-12-25
The Monuments Men,"actor: Alexandre Desplat, actor: Andrew Alexander, actor: Bill Murray, actor: Bob Balaban, actor: Cate Blanchett, actor: Claudia Geisler, actor: Diarmaid Murtagh, actor: Dimitri Leonidas, actor: George Clooney, actor: Grant Heslov, actor: Holger Handtke, actor: Hugh Bonneville, actor: Jean Dujardin, actor: John Goodman, actor: Justus von Dohnányi, actor: Luc Feit, actor: Matt Damon, actor: Michael Brandner, actor: Sam Hazeldine, actor: Serge Hazanavicius, actor: Udo Kroschwald, actor: Zahary Baharov, composer: Alexandre Desplat, director: George Clooney, director: Helen Jarvis, director: Phedon Papamichael","{'genres: History', 'genres: War', 'genres: Action', 'genres: Drama'}",2014-01-24
The Abyss,"actor: Adam Nelson, actor: Captain Kidd Brewer Jr., actor: Chris Elliott, actor: Christopher Murphy, actor: Dick Warlock, actor: Ed Harris, actor: George Robert Klek, actor: J. Kenneth Campbell, actor: J.C. Quinn, actor: Jimmie Ray Weeks, actor: John Bedford Lloyd, actor: Ken Jenkins, actor: Kimberly Scott, actor: Leo Burmester, actor: Mary Elizabeth Mastrantonio, actor: Michael Beach, actor: Michael Biehn, actor: Michael Chapman, actor: Peter Ratray, actor: Todd Graff, composer: Alan Silvestri, director: Dan Webster, director: James Cameron, director: Mikael Salomon, director: Newt Arnold, director: Peter Childs","{'genres: Thriller', 'genres: Action', 'genres: Science Fiction', 'genres: Adventure'}",1989-08-09
Wall Street: Money Never Sleeps,"actor: Alexander Wraith, actor: Anna Kuchma, actor: Annika Pergament, actor: Carey Mulligan, actor: Charlie Sheen, actor: Chuck Pfeiffer, actor: Eli Wallach, actor: Frank Langella, actor: Jason Clarke, actor: John Bedford Lloyd, actor: Josh Brolin, actor: Julianne Michelle, actor: Keith Middlebrook, actor: Michael Douglas, actor: Natalie Morales, actor: Sebastian Sozzi, actor: Shia LaBeouf, actor: Susan Sarandon, actor: Tet Wada, actor: Vanessa Ferlito, composer: Brian Eno, director: Oliver Stone, writer: Allan Loeb, writer: Stephen Schiff","{'genres: Crime', 'genres: Drama'}",2010-09-02
Dracula Untold,"actor: Arkie Reece, actor: Art Parkinson, actor: Charles Dance, actor: Diarmaid Murtagh, actor: Dilan Gwyn, actor: Dominic Cooper, actor: Ferdinand Kingsley, actor: J.J. Murphy, actor: Jakub Gierszał, actor: Joana Metrass, actor: Joseph Long, actor: Louise Parker, actor: Luke Evans, actor: Mish Boyko, actor: Noah Huntley, actor: Paul Bullion, actor: Paul Kaye, actor: Ronan Vibert, actor: Sarah Gadon, actor: Thor Kristjansson, actor: Tom Benedict Knight, actor: William Houston, actor: Zach McGowan, cinematographer: Patrick Loungway, composer: Ramin Djawadi, director: Aine Smith, director: Gary Shore, director: John Schwartzman, director: John Wildermuth, director: Jordana Finkel, director: Paul Inglis, director: Robin Reyer, writer: Burk Sharpless, writer: Matt Sazama","{'genres: Horror', 'genres: Action', 'genres: War', 'genres: Fantasy', 'genres: Drama'}",2014-10-01
The Siege,"actor: Aasif Mandvi, actor: Annette Bening, actor: Bruce Willis, actor: Christian Chase, actor: David Costabile, actor: David Proval, actor: Denzel Washington, actor: Jack Gwaltney, actor: Lance Reddick, actor: Mark Valley, actor: Said Faraj, actor: Sami Bouajila, actor: Tony Shalhoub, actor: Wood Harris, cinematographer: Craig Haagensen, composer: Graeme Revell, director: Edward Zwick, director: Jess Gonchor, director: John Warnke, director: Roger Deakins, director: T. Sean Ferguson","{'genres: Thriller', 'genres: Crime', 'genres: Action', 'genres: Drama'}",1998-11-06
Stardust,"actor: Adam Buxton, actor: Adam Fogerty, actor: Alastair MacIntosh, actor: Ben Barnes, actor: Bimbo Hart, actor: Carlos Besse Peres, actor: Charlie Cox, actor: Claire Danes, actor: Coco Sumner, actor: Darby Hawker, actor: David Kelly, actor: David Walliams, actor: Dexter Fletcher, actor: Elwin 'Chopper' David, actor: Frank Ellis, actor: Geoff Bell, actor: George Innes, actor: Grant Burgin, actor: Henry Cavill, actor: Ian McKellen, actor: Jake Curran, actor: Jason Flemyng, actor: Joanna Scanlan, actor: Jordan Long, actor: Julian Rhind-Tutt, actor: Kate Magowan, actor: Mark Burns, actor: Mark Heap, actor: Mark Strong, actor: Mark Williams, actor: Melanie Hill, actor: Michelle Pfeiffer, actor: Nathaniel Parker, actor: Olivia Grant, actor: Peter O'Toole, actor: Rab Affleck, actor: Ricky Gervais, actor: Robert De Niro, actor: Rupert Everett, actor: Sarah Alexander, actor: Sienna Miller, actor: Spencer Wilding, actor: Struan Rodger, actor: Terry Murphy, director: Ben Davis, director: Matthew Vaughn, director: Peter Russell","{'genres: Family', 'genres: Fantasy', 'genres: Romance', 'genres: Adventure'}",2007-08-09
Seven Years in Tibet,"actor: BD Wong, actor: Brad Pitt, actor: Danny Denzongpa, actor: David Thewlis, actor: Duncan Fraser, actor: Ingeborga Dapkunaite, actor: Jamyang Jamtsho Wangchuk, actor: Lhakpa Tsamchoe, actor: Mako, actor: Victor Wong, composer: John Williams, director: Jean-Jacques Annaud, director: Robert Fraisse","{'genres: History', 'genres: Adventure', 'genres: Drama'}",1997-09-12
The Dilemma,"actor: Aaron Sauerland, actor: Adam Goodell, actor: Amanda Nye, actor: Amy Morton, actor: Andrew Lee, actor: Ashley Lobo, actor: Ashley-Lauren Elrod, actor: Barbara Elizabeth Maleski, actor: Benjamin Toby Mullinkosson, actor: Bernadette Lords, actor: Brennan Buhl, actor: Bryan C. Ordman, actor: Caprice Cole, actor: Carmine Perrelli, actor: Catherine Bruzzini, actor: Channing Tatum, actor: Chanté René Linwood, actor: Charlie Hilbrant, actor: Chas Valencia, actor: Chelcie Ross, actor: Cheryl Hamada, actor: Chris D. Thomas, actor: Christina Anthony, actor: Christopher Meister, actor: Christopher Pastenes, actor: Clint Howard, actor: Darlene Benigno, actor: Dave McNulty, actor: David Cosey, actor: David Lunsford, actor: Dennis Stewart, actor: Don Kress, actor: DuShon Monique Brown, actor: Duke Czlonka, actor: Eduardo N. Martinez, actor: Elaine Robinson, actor: Eric Pierson, actor: Erin Luboff, actor: Gary Houston, actor: Gene Honda, actor: Grace Rex, actor: Guy Van Swearingen, actor: Heidi Johanningmeier, actor: J.D. Won, actor: James Wierzbicki, actor: Jamie Louachai, actor: January Stern, actor: Jason Stebbings, actor: Jeff Botelho, actor: Jennifer Connelly, actor: Jessica Starr Folger, actor: Jillian Burfete, actor: Jim Nieciecki, actor: Joe DeBartolo, actor: Joseph Canales, actor: José María Mendiola, actor: Karen Aldridge, actor: Katie Korby, actor: Keith Kupferer, actor: Kelly Coughlin, actor: Kelvin Felix, actor: Kevin Bigley, actor: Kevin James, actor: Kielor Roberts, actor: Laura Cooper, actor: Laura Whyte, actor: Lawrence G. Lozano, actor: Lisa Junco, actor: Lupe Aguirre, actor: Madison Dirks, actor: Marc Radz, actor: Mariko Hayashi-Hall, actor: Marilyn Volkman, actor: Matthew LeFevour, actor: Megan Klehr, actor: Michael Kuster, actor: Michael Patrick Thornton, actor: Michael Trnka, actor: Mike McNamara, actor: Mimi Sagadin , actor: Nathan Geist, actor: Nick Brade, actor: Niko El Santo Zavero, actor: Noah Jerome Schwartz, actor: Philip Rayburn Smith, actor: Porche Robinson, actor: Queen Latifah, actor: Rachel Rodewald, actor: Rance Howard, actor: Rebecca Spence, actor: Rich Tanis, actor: Samuel Meadows, actor: Sandy Marshall, actor: Shannon Edwards, actor: Stanley Coelho, actor: Stephanie Swearingen, actor: Steven Hugh Nelson, actor: Steven James Price, actor: Talulah Riley, actor: Tim Rhoze, actor: Tommy Bartlett, actor: Troy West, actor: Vince Vaughn, actor: Walt Sloan, actor: Wendy George, actor: Will Thompson, actor: William M. Connor, actor: William Smillie, actor: Winona Ryder, director: Dawn Swiderski, director: Ron Howard, director: Salvatore Totino, writer: Allan Loeb","{'genres: Drama', 'genres: Comedy'}",2011-01-13
Bad Company,"actor: Adoni Maropis, actor: Ammar Daraiseh, actor: Anthony Hopkins, actor: Brooke Smith, actor: Chris Rock, actor: Daniel Sunjata, actor: DeVone Lawson Jr., actor: Dragan Mićanović, actor: Gabriel Macht, actor: Garcelle Beauvais, actor: John Slattery, actor: Kerry Washington, actor: Marek Vašut, actor: Matthew Marsh, actor: Peter Stormare, actor: Petr Jákl ml., actor: Wills Robbins, composer: Trevor Rabin, director: Dariusz Wolski, director: Jakub Dvorak, director: Joel Schumacher","{'genres: Thriller', 'genres: Adventure', 'genres: Action', 'genres: Comedy'}",2002-06-07
Doom,"actor: Al Weaver, actor: Ben Daniels, actor: Brian Steele, actor: Daniel York, actor: Deobia Oparei, actor: Dexter Fletcher, actor: Dwayne Johnson, actor: Ian Hughes, actor: Karl Urban, actor: Razaaq Adoti, actor: Richard Brake, actor: Robert Russell, actor: Rosamund Pike, actor: Sara Houghton, actor: Yao Chin, cinematographer: Shaun O'Dell, composer: Clint Mansell, director: Andrzej Bartkowiak, director: Charles Leatherland, director: Peter Francis, director: Tony Pierce-Roberts","{'genres: Horror', 'genres: Action', 'genres: Adventure'}",2005-10-20
I Spy,"actor: Bill Mondy, actor: Crystal Lowe, actor: Eddie Murphy, actor: Famke Janssen, actor: Gary Cole, actor: Keith Dallas, actor: Lynda Boyd, actor: Malcolm McDowell, actor: Owen Wilson, composer: Richard Gibbs, director: Betty Thomas, director: Oliver Wood","{'genres: Thriller', 'genres: Adventure', 'genres: Action', 'genres: Comedy'}",2002-10-31
Underworld: Awakening,"actor: Adam Greydon Reid, actor: Benita Ha, actor: Catlin Adams, actor: Charles Dance, actor: Christian Tessier, actor: Dan Payne, actor: Ian Rozylo, actor: India Eisley, actor: Jacob Blair, actor: Joe Censoplano, actor: John Innes, actor: Kate Beckinsale, actor: Kristen Holden-Ried, actor: Kurt Max Runte, actor: Lee Majdoub, actor: Mark Gibbon, actor: Marvin Duerkholz, actor: Michael Ealy, actor: Panou, actor: Preston Cook, actor: Richard Cetrone, actor: Robert Lawrenson, actor: Ron Wear, actor: Sandrine Holt, actor: Sanny van Heteren, actor: Scott Speedman, actor: Stephen Rea, actor: Theo James, actor: Tyler McClendon, actor: Wes Bentley, composer: Paul Haslinger, director: Björn Stein, director: Måns Mårlind, director: Scott Kevan","{'genres: Horror', 'genres: Fantasy', 'genres: Action'}",2012-01-19
Rock of Ages,"actor: Adam Dormi, actor: Alain Alvarez, actor: Alec Baldwin, actor: Alethea Austin, actor: Alex Caceres, actor: Alexis Adler, actor: Andrew Blandina, actor: Andrew Raffelson, actor: Angel Luis Hernández, actor: Angelique Martinez, actor: Angelo Valderrama, actor: Aniela McGuinness, actor: Ann Lewin, actor: Anna Crossley, actor: Anne Fletcher, actor: Anthony Bellissimo, actor: Anthony Jude Francisco, actor: Antonio Padin, actor: Anya Garnis, actor: Arielle Reitsma, actor: B.J. Parker, actor: Barry Habib, actor: Benjamin Malone, actor: Billy Angell, actor: Blake French, actor: Brad Champion, actor: Brandon Blondun, actor: Brett Friedmann, actor: Brittany Grimsley, actor: Brooke Upton, actor: Bryan Cranston, actor: Bubba Carr, actor: Buddha Gonzalez, actor: C.J. Tywoniak, actor: Carmela Zumbado, actor: Carolyn Pace, actor: Catherine Zeta-Jones, actor: Celina Beach, actor: Chantel Gonsalves, actor: Charles Van Dyke, actor: Chelsea Corp, actor: Choice Gray, actor: Christian Ijin Link, actor: Christina Rodriguez, actor: Christopher De Stefano, actor: Christopher Diaz, actor: Chriz Embroz, actor: Constantine Malahias, actor: Constantine Maroulis, actor: Corinne Engstrom, actor: Courtney Galiano, actor: Craig C. Stewart, actor: Cris Judd , actor: Dan Finnerty, actor: Daniel Wills, actor: Danielle Core, actor: Danielle Rueda-Watts, actor: Danny Shamon, actor: David Gibbs, actor: David W. LeBlanc, actor: Denise Faye, actor: Derek Hough, actor: Diego Boneta, actor: Donald Dowd, actor: Eduardo M. Freyre, actor: Elgin Kos Aponte, actor: Eli Roth, actor: Ellen Marguerite Cullivan, actor: Elvire Emanuelle, actor: Ely Feldman, actor: Eric Ditman, actor: Erica Frene, actor: Frank Meli, actor: Frank Tedesco, actor: Frenchi Firecracker, actor: Gail Byer, actor: Giovanni Velazquez, actor: Gisselle Legere, actor: Grace Jones, actor: Grant Koo, actor: Hanna Lee Sakakibara, actor: Heather Ashley Chase, actor: Heather Leigh Davis, actor: Heathyre Perara, actor: Hector Silva, actor: Heidi Rae, actor: Helmy Lavezzari, actor: Ian Joseph Paget, actor: Indra Patel, actor: Irene Kelly, actor: Isis Masoud, actor: JLynne Herrington, actor: Jack Mountford, actor: Jaime Ray Soto, actor: Jaimie Goodwin, actor: James Martin Kelly, actor: Janelle Marie, actor: Janet Briceño, actor: Jason Gatto, actor: Jason Wool, actor: Jeff Chase, actor: Jenni Lynn Thomasson, actor: Jennie Parrish, actor: Jennifer Fain, actor: Jennifer Wolfson, actor: Jenyne Butterfly, actor: Jessica Guadix, actor: Jill Nicklaus, actor: Jim Mitchell, actor: Jocelyn Dowling, actor: Joe Rodriguez, actor: John Archer Lundgren, actor: John McGlothlin, actor: John McKarthy, actor: Jordan M. Cohen, actor: Jordana DePaula, actor: Joseph Akharoh Jr., actor: Josh Randall, actor: Juan Gallo, actor: Julia Shure, actor: Julianne Hough, actor: Julie Anne Prescott, actor: Julie Wiesman, actor: Karelix Alicea, actor: Kary Musa, actor: Katherine Akra, actor: Katherine Gilton, actor: Katie Flynn, actor: Katie Schaar, actor: Katrina Rose Tandy, actor: Keith Kuhl, actor: Kelly Truzzolino, actor: Kelsey Lack, actor: Kevin Nash, actor: Kira Marie, actor: Lacey Toups, actor: Lashawn Butler, actor: Laurel Levey, actor: Liannette Altuve, actor: Lina Ferrera, actor: Lisa Marie Cordoba, actor: Lisa Marie Quillinan, actor: Lorraine Caporaso, actor: Malin Åkerman, actor: Marcelo Feldman, actor: Marcus Johns, actor: Margeaux Nelson, actor: Maria Ines Serritella, actor: Maria Musebrink, actor: Marissa Alma Nick, actor: Mark Myars, actor: Marlo Fisken, actor: Marnie Alexenburg, actor: Marriann Nelson, actor: Mary Ann Lamb, actor: Mary J. Blige, actor: Matthew Rush Sullivan, actor: Maxwell Terlecki, actor: Mayra Vallejo, actor: Metisha Schaefer, actor: Michael Balderrama, actor: Michael Higgins, actor: Michael Olusczak, actor: Michelle Elizabeth Griffith, actor: Mike Guzman, actor: Milena Hale, actor: Mina Ownlee, actor: Natalia Gonzalez, actor: Nathan Prevost, actor: Neil Haskell, actor: Nicholas X. Parsons, actor: Patrice Cruz, actor: Patrick Fox, actor: Paul Giamatti, actor: Pearce Blair, actor: Prince Shah, actor: Randy Herman, actor: Ricardo Fumasoli, actor: Robert Reef, actor: Robert di Scipio, actor: Ron Shimshilashvili, actor: Russell Brand, actor: Ryan Powers, actor: Santos Caraballo, actor: Sarah Dandashy, actor: Scott Fowler, actor: Scott Hislop, actor: Scott Opiela, actor: Sean Patrick Kennedy, actor: Shana Burns, actor: Shane Hartline, actor: Shauna Kae Lauritzen, actor: Shawn Copenhaver, actor: Shekitra Starke, actor: Sophie Cook, actor: Stephanie McLane, actor: Susan Pages, actor: Susie Garcia, actor: T.J. Miller, actor: Tamara Jones, actor: Tara Nicole Hughes, actor: Tatiana Paris, actor: Tawni Edwards, actor: Taylor Anthony Miller, actor: Terra Dawn, actor: Terry L. Reed, actor: Tiffany Maher, actor: Tiger Martina, actor: Tom Cruise, actor: Tom Milana, actor: Tony Gonzalez, actor: Tony Saiz, actor: Tovaris Wilson, actor: Tracey Ferrara, actor: Tracy Lee, actor: Tracy Weisert, actor: Tyne Stecklein, actor: Valentina Karantoni, actor: Vanessa Volt, actor: Veronica Berry, actor: Veronica Viruet Simpson, actor: Vivi Pineda, actor: Will Forte, actor: William Wingfield, director: Adam Anders, director: Adam Shankman, director: Bojan Bazelli","{'genres: Music', 'genres: Romance', 'genres: Drama', 'genres: Comedy'}",2012-06-13
